Sentence,Period,Year,Structure,ClauseType,Construction,Mverbf,Mfiniteness,MatrixMood,Mmoodrase,Everbf,Everbfiniteness,Everbmood,Everbmoodrase,Complementizer
no creo que tenga,1400,1481-1496 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,tenga,finite,subj,subj1,That
"no creo Que tenga viuas fuerzas el desseo.   Amò à Leonor Alfonso algunos años, No fue Leonor de Alfonso ",1600,1609,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,tenga,finite,subj,subj1,That
"no creo Que tenga ningun monarca. Mi amo por aquí viene. Apénas entró en su casa, Le hicieron mil reverencias",1800,p1822,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,tenga,finite,subj,subj1,That
"Y no creo que tenga el viso verde dorado, que dice, y es característico del macho. Dicha estampa le ",1800,1802-1805 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,tenga,finite,subj,subj1,That
"no creo que tenga cola, ni que ponga tantos huevos, ni que estén pintados como dice; porque nada de eso ",1800,1802-1805 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,tenga,finite,subj,subj1,That
no creo que tenga en el verso la suficiente; tal es la oscuridad del original,1800,1799-1815 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,tenga,finite,subj,subj1,That
"yo no creo que tenga ninguna. Le puse ese ejemplo como  pude ponerle otro, porque me entristecía ver ",1800,1898,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,tenga,finite,subj,subj1,That
no creo que tenga; ,1800,1895,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,tenga,finite,subj,subj1,That
"no creo que tenga señalado texto; los discípulos usan varios Manuales, entre ellos uno del Sr. Beltrán y Rózpide",1800,1887,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,tenga,finite,subj,subj1,That
No creo que tenga con usted la más leve sombra de enojo. También anda por Madrid aquel muchach,1800,1887,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,tenga,finite,subj,subj1,That
"No creo que tenga necesidad de insistir en convencer a mis lectores de que lo más útil, razonable y justo es ",1800,1876-1880 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,tenga,finite,subj,subj1,That
Yo no creo que tenga más que lo que todo el mundo sabe.,1800,c1872,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,tenga,finite,subj,subj1,That
No creo que tenga otras de más peso ,1800,1871,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,tenga,finite,subj,subj1,That
"No creo que tenga repercusiones graves, si gana Falange se hará por provincias. Si gana el Opus, se representará ",1900,1971,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,tenga,finite,subj,subj1,That
No creo que tenga importancia; le informo para que lo sepa: tengo ahí un policía. Es una visita rutinaria,1900,1971,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,tenga,finite,subj,subj1,That
no creo que tenga nada que ver en este entierro es el Faraón ,1900,1968,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,tenga,finite,subj,subj1,That
no creo que tenga que seguir gritándote por mucho tiempo. El miedo se nos va pasando y no olvides que gente no asustada ,1900,1963-1967 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,tenga,finite,subj,subj1,That
"no creo que tenga tanto. Venderé el armario, no sé. ¡Si pudiera irme embalá y a porte debido! (Ríe de nuevo",1900,1962,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,tenga,finite,subj,subj1,That
no creo que tenga fundamento alguno lo que dice el citado autor,1900,1959,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,tenga,finite,subj,subj1,That
"No creo que tenga que contártelo. Y en el mismo Cairo. En los dos días que estuve allí, cuando volví de ",1900,1948,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,tenga,finite,subj,subj1,That
"No creo que tenga mucha exactitud. Hay, seguramente, mucha fantasía en querer encontrar rasgos hebraicos ",1900,1944-1949 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,tenga,finite,subj,subj1,That
no creo que tenga solidez ni importancia,1900,1944-1949 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,tenga,finite,subj,subj1,That
Yo no creo que tenga ninguna trascendencia ideológica la pintura. Me parece esto un lugar común del tiempo,1900,1944-1949 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,tenga,finite,subj,subj1,That
"no creo que tenga tipo de andaluz. Yo supongo que tiene más de catalán, sobre todo espiritualmente. Sin ",1900,1944-1949 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,tenga,finite,subj,subj1,That
"no creo que tenga mucha importancia, porque está al alcance de todos y es un valor mostrenco. En ",1900,1944-1949 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,tenga,finite,subj,subj1,That
No creo que tenga usted gran cosa. ,1900,1944-1949 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,tenga,finite,subj,subj1,That
No creo que tenga más importancia que un catarro gástrico o una cirrosis hepática.,1900,1944-1949 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,tenga,finite,subj,subj1,That
No creo que tenga malas intenciones.,1900,1944-1949 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,tenga,finite,subj,subj1,That
"No creo que tenga nada con el impresionismo francés el sentimiento profundo y vasto que Millet y Goya, ",1900,1942-a1958 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,tenga,finite,subj,subj1,That
"No creo que tenga yo ni un solo libro, en los cuarenta volúmenes, ajeno a España. Estaba ya descubierto ",1900,1941,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,tenga,finite,subj,subj1,That
"no creo que tenga que advertir que se fregarán diariamente las baldosas, la mesa, la fregadera y la chapa",1900,1940,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,tenga,finite,subj,subj1,That
"No creo que tenga que advertir que estas delicias han de prepararse a última hora, pues las claras han de batirse",1900,1940,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,tenga,finite,subj,subj1,That
"No creo que tenga que advertir que la cola, para trincharla en rajas, se ha de sacar antes de la cáscara y que ",1900,1940,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,tenga,finite,subj,subj1,That
no creo que tenga que decir que ha de ser del mejor ,1900,1940,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,tenga,finite,subj,subj1,That
No creo que tenga que decir que antes de partirlos o de freírlos se quitarán las pipas.) Móndense los tomates,1900,1940,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,tenga,finite,subj,subj1,That
"No creo que tenga que advertir que queriendo un mayor número de turbantes, bastará con duplicar, triplicar o cuadruplicar ",1900,1940,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,tenga,finite,subj,subj1,That
"No creo que tengamos  tantas fuerzas, ni que el enemigo se descuide tanto.",1600,1654-1658 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,tengamos,finite,subj,subj1,That
No creo que tengamos tiempo de acabar con ella de aquí a Guadalajara.,1900,1970,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,tengamos,finite,subj,subj1,That
"no creo que tengan necesidad de pedir licencia á los señores liberales, ni el diablo para hacer sus m",1800,1811-1813 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,tengan,finite,subj,subj1,That
no creo que tengan interés en cometer un crimen inútil.,1800,1876-1880 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,tengan,finite,subj,subj1,That
no creo que tengan malditas las ganas de meterse en una guerra con Alemania.,1900,1951,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,tengan,finite,subj,subj1,That
no creo que tengan nada de extraordinario. Son únicamente consecuencias de la soledad y de intentar ,1900,1944-1949 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,tengan,finite,subj,subj1,That
"no creo que tengan mejor combinación que abrirlos, regarlos de limón y comerlos crudos.",1900,1913,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,tengan,finite,subj,subj1,That
no creo que tengas nada que oponerme.,1800,1874,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,tengas,finite,subj,subj1,That
"no creo que tengas fuerza para vencerlas. En estas tentativas de osadía, en estas luchas entre dos ",1800,c1872,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,tengas,finite,subj,subj1,That
", no creo que tengas motivos para estar así",1900,1988,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,tengas,finite,subj,subj1,That
no creo que tengas razón. Lo que ocurre es que los mandamientos de la ley de Dios son «jabón que no ,1900,1961,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,tengas,finite,subj,subj1,That
"No creo que tengas que darme cuenta de tus actos, tía. Y si te sirve de algo, te diré que creo imposible cualquier ",1900,1945,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,tengas,finite,subj,subj1,That
No creo que tengas queja de tu madre.,1900,1911,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,tengas,finite,subj,subj1,That
"No creo que termine la venganza Lo que el derecho y la razon empieza. Si sucediere así, sabe que jueces ",1800,1816-1817 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,termine,finite,subj,subj1,That
no creo que terminemos. ,1900,1958,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,terminemos,finite,subj,subj1,That
no creo que se tope usted hasta ,1900,1965,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,tope,finite,subj,subj1,That
no creo que se trate de naa malo...,1800,1850,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,trate,finite,subj,subj1,That
"No creo que se trate de una restauración de aquel sistema, sino de una supervivencia local, basada ",1900,1973,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,trate,finite,subj,subj1,That
No creo que se trate de una cita amorosa.,1900,1923,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,trate,finite,subj,subj1,That
No creo que se trate de un fenómeno ,1900,1966,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,trate,finite,subj,subj1,That
No creo que tuviera razón ,1800,1880-1881 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,tuviera,finite,subj,subj2,That
"no creo que tuviera ninguna consistencia afirmar que este desconocido poeta hubiese inventado, de arriba abajo, un núcleo de la leyenda ",1900,1952,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,tuviera,finite,subj,subj2,That
"no creo que tuviera dogmas éticos, tenía como una sensibilidad ética que me impedía entrar de lleno en lo ",1900,1944-1949 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,tuviera,finite,subj,subj2,That
Yo no creo que tuviera un aire de randa de las afueras ni una cara pesada y brutal; lo que pasaba es que ,1900,1944-1949 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,tuviera,finite,subj,subj2,That
"no creo que tuviera mucho interés novelesco. En esta cuestión, yo no estaba muy de acuerdo con Galdós",1900,1944-1949 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,tuviera,finite,subj,subj2,That
"No creo que tuviera, como dice Soldevilla, «una instintiva hostilidad» hacia el Principado, sino, tan sólo",1900,1936-1939 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,tuviera,finite,subj,subj2,That
. No creo que tuviese gran originalidad. Creo que era catalán de nacimiento; pero tenía cierta simpatía,1900,1944-1949 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,tuviese,finite,subj,subj1,That
"no creo que tuviese las proporciones rocambolescas que se le dieron por entonces, ni que fuera él el más importante ",1900,1944-1949 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,tuviese,finite,subj,subj1,That
no creo que use ella de cautela,1500,1514,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,use,finite,subj,subj1,That
"No creo que vaigamos tan lejos. Pero usted, mosén, si quiere, por Los Arcos y Viana se puede pasar a Logroño, ",1800,1898,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,vaigamos,finite,subj,subj1,That
no creo que val(g)a. La ,1500,1549,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,valga,finite,subj,subj1,That
No creo que valga más que los dos primeros,1800,1886,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,valga,finite,subj,subj1,That
no creo que valgan gran cosa —,1900,1938,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,valgan,finite,subj,subj1,That
No creo que vaya a venir nadie mientras te quedas solo ;  pero venga o no venga tú no bajes.  Déjales ,1900,1961,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,vaya,finite,subj,subj1,That
"No creo que vayáis a tenerme miedo, ¿verdad? ¡No! ¡Qué va! ¡Vamos! Venid. Acercaos un poco. Así. Bueno, ya ",1900,1967,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,vayais,finite,subj,subj1,That
