Sentence,Period,Year,Year2,MClauseType,MClauseType2,Mverbclass,Mverbl,Mverbf,Mverbfin,Mverbtype,Construction,Everbf,Emood,Emoodrase,EClauseType
non sabemos que cosa es esto,1400,c1422-1433 ,1427,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,es,ind,ind,ambiguous
"non sabemos que propiedades auian, ",1400,c1422-1433 ,1427,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,auian,ind,ind,ambiguous
non  sabemos que  parira & en tu tierra  ay oy del  mal E dela  trayçion  semjente mala E acastilla ya la han follado ,1400,c1450-1500 ,1475,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,parira,ind,ind,ambiguous
ello non  sabemos que  dezir saluo pensar & callar & tener los juyzios escondidos justos de dios Capitulo lxiiijo que  ,1400,1402,1402,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,decir,inf,inf,ambiguous
"no sabemos que dezir te, ",1500,1528,1528,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,decir,inf,inf,ambiguous
Nos non sabemos que fazer aqui. ,1200,1270-1284 ,1277,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,fazer,inf,inf,ambiguous
non sabemos que nonbre le poner & puede ser que non durara mas de vn dia que estas tales bienen por muchas ,1400,a1429,1429,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,poner,inf,inf,ambiguous
Mejor es dubdar en lo que no sabemos que porfiar lo que no está determinado.,1500,1535-1557 ,1546,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,Na,Na,Na,unambiguous
"no sabemos que jamás les enseñára como avían de ablar, sino siempre como avían de obrar. Pues no les ",1700,1703,1703,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,enseñara,subj,ra,ambiguous
tan subidamente no sabemos que lo enseñára jamás.,1700,1703,1703,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,enseñara,subj,ra,ambiguous
"No sabemos que tuviera cosa alguna notable. La imagen que le da nombre fue trasladada a la iglesia de San Juan de los Reyes, como ya dijimos al hablar de este edificio.",1800,1857,1857,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,tuviera,subj,ra,ambiguous
no sabemos que así sucediera en Sevilla por otra fuente diversa de la presente.,1900,1929,1929,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,sucediera,subj,ra,ambiguous
"de los dos primeros no sabemos que escribieran nada, mientras que del último abiertamente afirma San Jerónimo que compuso varios opúsculos,  la consecuencia no parece que pueda dar lugar a duda ",1900,1929,1929,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,escribieran,subj,ra,unambiguous
"no sabemos que terminara la primera, que tenía ya muy adelantada cuando el Rey le encargó escribiera ",1900,1930,1930,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,terminara,subj,ra,ambiguous
"pero no sabemos que se refiera a Fr. Juan de Rocatallada. a rturo , l. c., cree, al contrario, que pudo salir con gloria de la cárcel y morir tranquila y santamente en el convento de Villefranche.",1900,1930,1930,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,refiera,subj,ra,unambiguous
y con todo eso no sabemos que escribiera ninguno de los monjes depositarios de aquella riqueza literaria; ¡cuántas obras no se perderían en las frecuentes incursiones de los ,1800,1855-1875 ,1865,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,escribiera,subj,ra,ambiguous
"No sabemos que tuvieran secuaces, porque aquí termina la historia.",1800,1880-1881 ,1880,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,tuvieran,subj,ra,unambiguous
De Maury no sabemos que tradujera nunca al supuesto bardo caledonio.,1800,1880-1881 ,1880,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,tradujera,subj,ra,unambiguous
No sabemos que la dama le añadiera esta otra pregunta,1900,1931-1933 ,1931,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,añadiera,subj,ra,unambiguous
"el señor Emperador ni yo no sabemos que él aya caýdo en ninguna falta, por lo qual él mismo se trae seguridad",1500,1511,1511,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,aya,subj,subj,unambiguous
"que no sabemos que contra la dicha prematica se aya dado prouisyon ni çedula, ni la mandaremos dar de ",1500,1525,1525,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,aya,subj,subj,unambiguous
No sabemos que destas vistas resultase otro efeto sino descubrir el rey don Sancho su intención; lo que fue causa ,1500,1562,1562,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,resultase,subj,subj,unambiguous
"Puede ser que en unas tierras cantan, y en otras no, a lo menos en España no sabemos que canten, ",1500,1574,1574,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,canten,subj,subj,ambiguous
"y no sabemos que haya cavado ni podado árbol alguno, y se debe decir que no, y con esto nos dió a entender con ",1500,1589,1589,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,haya,subj,subj,ambiguous
y no sabemos que marido alguno haya dado su cuerpo al peligro de la muerte por ellas; y la muerte de Alcestis por su marido Admeto ya queda dicha.,1500,1589,1589,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,haya,subj,subj,unambiguous
"porque no sabemos que otro alguno lo padezca Si  Morbo Gallico.  Si las bubas sea enfermedad nueua, y ",1600,1600,1600,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,padezca,subj,subj,unambiguous
"y no sabemos que aculla los huuiesse; la Escritura no lo dize, ni parece admite aquella quietud y sossiego que tanto ",1600,1605,1605,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,hubiese,subj,subj,unambiguous
"que son palabras que oi no sabemos que sean; sin ninguna contrasta ,   i aora masculino: sin ningun contraste; meatad, i no ",1600,1609,1609,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,sean,subj,subj,ambiguous
lo que no sabemos que haya en otra nacion alguna del mundo es la nobleza de Galicia,1600,1614,1614,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,haya,subj,subj,unambiguous
hasta ahora no sabemos que haya subido alguno en él.,1600,1615,1615,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,haya,subj,subj,unambiguous
": De fiestas no sabemos que las haya; Que el mar, cual veis, nos escupió en la playa.»  Bernardo, ufano en la sagaz ",1600,1624,1624,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,haya,subj,subj,unambiguous
"del cual no sabemos que tenga hecho voto de obediencia á su Reverencia, ni aun propósito. El suceso hemos esperado, y sospecho han puesto silencio, porque se calla. = Madrid y Abril 17 de 1635. = P. ",1600,1635,1635,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,tenga,subj,subj,unambiguous
. El qual privilegio no sabemos que hasta ahora se haya concedido á los Indios; antes se halla que en todas las erecciones ,1600,1648,1648,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,haya,subj,subj,unambiguous
pues no sabemos que hasta ahora se hayan levantado regimientos ni compañías de soldados para salir ,1700,1758,1758,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,ayan,subj,subj,unambiguous
", en fin, no sabemos que sobresaliese mucho en alguna de aquellas virtudes morales o prendas naturales que tal vez se reputan por asunto digno de los elogios fúnebres. Bien ve vuestra paternidad que, para alabar a un hombre así, esto es, ",1700,1758,1758,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,sobresaliese,subj,subj,ambiguous
Y no sabemos que el mayordomo de la casa de los locos de Toledo haya impreso hasta ahora alguna obra.,1700,1758,1758,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,haya,subj,subj,unambiguous
"En cuanto a las piedras preciosas, no sabemos que vengan del Perú y otras dominaciones de S. M. otras que las ",1700,1767,1767,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,vengan,subj,subj,unambiguous
"no sabemos que añadiese la apología por los malvados, como VV. hacen. Es imposible que el gobierno ",1800,1811,1811,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,añadiese,subj,subj,ambiguous
no sabemos que entre ellos y sus legionarios hubiese tantas clases intermedias como existen actualmente ,1800,1826,1826,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,hubiese,subj,subj,unambiguous
"No sabemos que los delitos políticos lleven necesariamente consigo tales ó cuales privaciones y molestias, y los jefes de las prisiones tienen ancho  campo para la arbitrariedad y aun para la imaginación, no dejando de hallarse perplejos acerca del trato que han ",1800,1869,1869,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,lleven,subj,subj,unambiguous
". Aún no sabemos que hombre alguno haya sido el autor de la velocidad, lo cual no quita que la aprovechemos en nuestro servicio, disponiendo de ella como de cosa propia.",1800,1879,1879,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,haya,subj,subj,unambiguous
no sabemos que Estentor perorase más gallardamente que Ulises,1800,1881,1881,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,perorase,subj,subj,unambiguous
no sabemos que hayan obtenido áun la sancion de un ensayo práctico prolongado. Los nombres de nuestros dos compatriotas que rompen brillantemente ,1800,1881,1881,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,hayan,subj,subj,unambiguous
En España no sabemos que se haga papel á propósito para emplearle en el procedimiento de la albúmina. Nuestros fotógrafos lo traen del extranjero ó lo compran en casas de comision,1800,1882,1882,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,haga,subj,subj,unambiguous
No sabemos que exista en España ningun luxógrafo; ,1800,1882,1882,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,exista,subj,subj,unambiguous
"los chinos no sabemos que sus luces hayan llegado mucho más acá de las fronteras del Celeste Imperio. Con todo, a nadie se le ha ocurrido la peregrina idea de calificar de mitos a las filosofías ",1800,1887,1887,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,hayan,subj,subj,unambiguous
No sabemos que se haya presentado éste en nuestros riquísimos montes de Coníferas. Pero por algunas noticias ,1800,1893,1893,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,haya,subj,subj,unambiguous
No sabemos que se hayan hecho sobre estas producciones más observaciones que las que hemos consignado.,1800,1893,1893,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,hayan,subj,subj,unambiguous
no sabemos que se haya introducido todavía en los jardines zoológicos.,1800,1895,1895,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,haya,subj,subj,ambiguous
pues no hay ó no sabemos que haya cuerpos en reposo absoluto,1900,1901,1901,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,haya,subj,subj,unambiguous
No sabemos que haya escritor a quien aborrezca más que a éste no siendo a Jenofonte.,1900,1902,1902,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,haya,subj,subj,unambiguous
"no sabemos que se le titulase infante, y además, habiendo nacido su padre en 1357, no es verosímil ",1900,1905,1905,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,titulase,subj,subj,unambiguous
"Pero no sabemos que lograse allí tan notables imitadores, como los tuvieron Quevedo y Gracián en Moscherosch ",1900,1905,1905,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,lograse,subj,subj,ambiguous
"no sabemos que se haya realizado el programa expuesto en este título. Hay que agradecer, sin ",1900,1910,1910,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,haya,subj,subj,unambiguous
No sabemos que llorases en tu soledad,1900,1916,1916,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,llorases,subj,subj,unambiguous
Porque de aquellos nueve leprosos no sabemos que hubiesen ido nunca a insultar a Jesús u ofenderle,1900,1917,1917,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,hubiesen,subj,subj,unambiguous
no sabemos que acompañasen a D. Felipe hasta Italia. ,1900,1930,1930,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,acompañasen,subj,subj,unambiguous
"pero no sabemos que muriese profesa, pues en Febrero de 1345 el Papa accedía a sus ruegos de que pudiese aplazar ",1900,1930,1930,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,muriese,subj,subj,ambiguous
"No sabemos que entre los convocados a la Junta, Pedro de Casas y Vicente Agredant, O. S. A.; Aznar de Puig y Antonio Canals, O. P.; Tomás Olzina, Francisco Eximenis y Nicolás Sacosta, O. F. M., y Pedro Albert, Carm., hubiese un solo defensor del Papa romano; en cambio",1900,1930,1930,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,hubiese,subj,subj,unambiguous
cuando no sabemos que él dirigiese edificio alguno ni pasase de tal cual reconocimiento poco destacado. Prestigio y favor hay ,1900,1941,1941,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,dirigiese,subj,subj,unambiguous
pues no sabemos que haya sido autorizada todavía— hasta últimos del pasado siglo. Antes hubo que ,1900,1945,1945,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,haya,subj,subj,ambiguous
"entre nosotros no sabemos que sea frecuente en parte alguna» (Apuntaciones, 749).",1900,1953,1953,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,sea,subj,subj,ambiguous
El rizoma se empleó como depurativo; pero en nuestro país no sabemos que se haya utilizado. ,1900,1962,1962,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,haya,subj,subj,unambiguous
"Aunque la planta vive también en los Alpes, no sabemos que, fuera de los Pirineos, se emplee o se haya empleado en Medicina.",1900,1962,1962,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,emplee,subj,subj,unambiguous
